image,class
/home/dmitr/dev/fungi/data/DF20M/2237934894-78012.JPG, 19
/home/dmitr/dev/fungi/data/DF20M/2237936157-301221.JPG, 49
/home/dmitr/dev/fungi/data/DF20M/2237937415-151838.JPG, 50
/home/dmitr/dev/fungi/data/DF20M/2237938968-3694.JPG, 51
/home/dmitr/dev/fungi/data/DF20M/2237939132-301286.JPG, 52
/home/dmitr/dev/fungi/data/DF20M/2237941790-151924.JPG, 53
/home/dmitr/dev/fungi/data/DF20M/2237942286-226150.JPG, 53
/home/dmitr/dev/fungi/data/DF20M/2237943302-301409.JPG, 54
/home/dmitr/dev/fungi/data/DF20M/2237943303-3814.JPG, 55
/home/dmitr/dev/fungi/data/DF20M/2237943303-3815.JPG, 55
/home/dmitr/dev/fungi/data/DF20M/2237943586-226196.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2237945320-152044.JPG, 47
/home/dmitr/dev/fungi/data/DF20M/2237945765-152063.JPG, 57
/home/dmitr/dev/fungi/data/DF20M/2237945783-3882.JPG, 58
/home/dmitr/dev/fungi/data/DF20M/2237946825-152095.JPG, 0
/home/dmitr/dev/fungi/data/DF20M/2237947542-301551.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2237956786-226760.JPG, 55
/home/dmitr/dev/fungi/data/DF20M/2237956984-78829.JPG, 10
/home/dmitr/dev/fungi/data/DF20M/2237957552-302037.JPG, 55
/home/dmitr/dev/fungi/data/DF20M/2237957849-78886.JPG, 59
/home/dmitr/dev/fungi/data/DF20M/2237957849-78887.JPG, 59
/home/dmitr/dev/fungi/data/DF20M/2237957862-302064.JPG, 48
/home/dmitr/dev/fungi/data/DF20M/2237957919-78894.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2237957960-152685.JPG, 60
/home/dmitr/dev/fungi/data/DF20M/2237958100-152702.JPG, 16
/home/dmitr/dev/fungi/data/DF20M/2237958884-78958.JPG, 13
/home/dmitr/dev/fungi/data/DF20M/2237958954-78966.JPG, 61
/home/dmitr/dev/fungi/data/DF20M/2237958994-78967.JPG, 14
/home/dmitr/dev/fungi/data/DF20M/2237958994-78968.JPG, 14
/home/dmitr/dev/fungi/data/DF20M/2237959446-226954.JPG, 29
/home/dmitr/dev/fungi/data/DF20M/2237959480-152808.JPG, 62
/home/dmitr/dev/fungi/data/DF20M/2237960057-302207.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2237960759-79068.JPG, 63
/home/dmitr/dev/fungi/data/DF20M/2237960871-227050.JPG, 11
/home/dmitr/dev/fungi/data/DF20M/2237960935-152925.JPG, 64
/home/dmitr/dev/fungi/data/DF20M/2237960995-152929.JPG, 5
/home/dmitr/dev/fungi/data/DF20M/2237961340-152950.JPG, 23
/home/dmitr/dev/fungi/data/DF20M/2237961644-79135.JPG, 6
/home/dmitr/dev/fungi/data/DF20M/2237962200-153004.JPG, 64
/home/dmitr/dev/fungi/data/DF20M/2237962660-153039.JPG, 41
/home/dmitr/dev/fungi/data/DF20M/2237962818-4790.JPG, 14
/home/dmitr/dev/fungi/data/DF20M/2237963014-79203.JPG, 65
/home/dmitr/dev/fungi/data/DF20M/2237963128-4817.JPG, 66
/home/dmitr/dev/fungi/data/DF20M/2237963243-4824.JPG, 67
/home/dmitr/dev/fungi/data/DF20M/2237963588-4849.JPG, 68
/home/dmitr/dev/fungi/data/DF20M/2237963651-227222.JPG, 69
/home/dmitr/dev/fungi/data/DF20M/2237963676-227230.JPG, 70
/home/dmitr/dev/fungi/data/DF20M/2237964033-4883.JPG, 71
/home/dmitr/dev/fungi/data/DF20M/2237964114-79263.JPG, 72
/home/dmitr/dev/fungi/data/DF20M/2237964118-4887.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2237964296-227279.JPG, 73
/home/dmitr/dev/fungi/data/DF20M/2237964400-153141.JPG, 64
/home/dmitr/dev/fungi/data/DF20M/2237964818-4930.JPG, 27
/home/dmitr/dev/fungi/data/DF20M/2237965041-227331.JPG, 74
/home/dmitr/dev/fungi/data/DF20M/2237965076-227334.JPG, 75
/home/dmitr/dev/fungi/data/DF20M/2237965220-153200.JPG, 10
/home/dmitr/dev/fungi/data/DF20M/2237965297-302511.JPG, 14
/home/dmitr/dev/fungi/data/DF20M/2237965585-153218.JPG, 75
/home/dmitr/dev/fungi/data/DF20M/2237965666-227369.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2237965764-79359.JPG, 76
/home/dmitr/dev/fungi/data/DF20M/2237966146-227396.JPG, 77
/home/dmitr/dev/fungi/data/DF20M/2237966414-79386.JPG, 11
/home/dmitr/dev/fungi/data/DF20M/2237966452-302576.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2237966912-302598.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2237966928-5033.JPG, 24
/home/dmitr/dev/fungi/data/DF20M/2237967813-5074.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2237967953-5077.JPG, 64
/home/dmitr/dev/fungi/data/DF20M/2237968009-79448.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2237968264-79460.JPG, 79
/home/dmitr/dev/fungi/data/DF20M/2237968640-153353.JPG, 57
/home/dmitr/dev/fungi/data/DF20M/2237968926-227502.JPG, 80
/home/dmitr/dev/fungi/data/DF20M/2237969361-227517.JPG, 81
/home/dmitr/dev/fungi/data/DF20M/2237969793-5145.JPG, 11
/home/dmitr/dev/fungi/data/DF20M/2237969854-79518.JPG, 82
/home/dmitr/dev/fungi/data/DF20M/2237969863-5148.JPG, 14
/home/dmitr/dev/fungi/data/DF20M/2237970730-153412.JPG, 83
/home/dmitr/dev/fungi/data/DF20M/2237972602-302781.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2237972729-79609.JPG, 84
/home/dmitr/dev/fungi/data/DF20M/2237973127-302800.JPG, 85
/home/dmitr/dev/fungi/data/DF20M/2237973294-79637.JPG, 86
/home/dmitr/dev/fungi/data/DF20M/2237973465-153515.JPG, 48
/home/dmitr/dev/fungi/data/DF20M/2237973987-302844.JPG, 81
/home/dmitr/dev/fungi/data/DF20M/2237974439-79678.JPG, 19
/home/dmitr/dev/fungi/data/DF20M/2237974467-302855.JPG, 86
/home/dmitr/dev/fungi/data/DF20M/2237974747-302872.JPG, 9
/home/dmitr/dev/fungi/data/DF20M/2237974801-227702.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2237974819-79699.JPG, 14
/home/dmitr/dev/fungi/data/DF20M/2237977483-5368.JPG, 61
/home/dmitr/dev/fungi/data/DF20M/2238011512-302939.JPG, 88
/home/dmitr/dev/fungi/data/DF20M/2238044688-5459.JPG, 89
/home/dmitr/dev/fungi/data/DF20M/2238049703-5474.JPG, 18
/home/dmitr/dev/fungi/data/DF20M/2238050033-5479.JPG, 69
/home/dmitr/dev/fungi/data/DF20M/2238050816-227905.JPG, 19
/home/dmitr/dev/fungi/data/DF20M/2238052733-5561.JPG, 16
/home/dmitr/dev/fungi/data/DF20M/2238052790-153829.JPG, 34
/home/dmitr/dev/fungi/data/DF20M/2238053029-79951.JPG, 11
/home/dmitr/dev/fungi/data/DF20M/2238054488-5596.JPG, 69
/home/dmitr/dev/fungi/data/DF20M/2238065024-79981.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238065769-79990.JPG, 31
/home/dmitr/dev/fungi/data/DF20M/2238066663-5623.JPG, 43
/home/dmitr/dev/fungi/data/DF20M/2238066779-80001.JPG, 86
/home/dmitr/dev/fungi/data/DF20M/2238067059-80010.JPG, 90
/home/dmitr/dev/fungi/data/DF20M/2238067747-303214.JPG, 91
/home/dmitr/dev/fungi/data/DF20M/2238067859-80036.JPG, 27
/home/dmitr/dev/fungi/data/DF20M/2238068226-228063.JPG, 67
/home/dmitr/dev/fungi/data/DF20M/2238068278-5684.JPG, 9
/home/dmitr/dev/fungi/data/DF20M/2238068288-5686.JPG, 51
/home/dmitr/dev/fungi/data/DF20M/2238068523-5699.JPG, 92
/home/dmitr/dev/fungi/data/DF20M/2238068923-5717.JPG, 42
/home/dmitr/dev/fungi/data/DF20M/2238069121-228099.JPG, 93
/home/dmitr/dev/fungi/data/DF20M/2238069124-80088.JPG, 86
/home/dmitr/dev/fungi/data/DF20M/2238069272-303274.JPG, 18
/home/dmitr/dev/fungi/data/DF20M/2238069324-80096.JPG, 81
/home/dmitr/dev/fungi/data/DF20M/2238069514-80103.JPG, 14
/home/dmitr/dev/fungi/data/DF20M/2238069740-153999.JPG, 9
/home/dmitr/dev/fungi/data/DF20M/2238070619-80139.JPG, 94
/home/dmitr/dev/fungi/data/DF20M/2238085338-5828.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238085629-80221.JPG, 95
/home/dmitr/dev/fungi/data/DF20M/2238087191-228296.JPG, 68
/home/dmitr/dev/fungi/data/DF20M/2238087757-303460.JPG, 45
/home/dmitr/dev/fungi/data/DF20M/2238087832-303466.JPG, 96
/home/dmitr/dev/fungi/data/DF20M/2238090706-228379.JPG, 54
/home/dmitr/dev/fungi/data/DF20M/2238091043-6009.JPG, 97
/home/dmitr/dev/fungi/data/DF20M/2238094318-6106.JPG, 98
/home/dmitr/dev/fungi/data/DF20M/2238117219-80511.JPG, 99
/home/dmitr/dev/fungi/data/DF20M/2238119672-303781.JPG, 44
/home/dmitr/dev/fungi/data/DF20M/2238120014-80583.JPG, 69
/home/dmitr/dev/fungi/data/DF20M/2238120367-303799.JPG, 100
/home/dmitr/dev/fungi/data/DF20M/2238120683-6275.JPG, 45
/home/dmitr/dev/fungi/data/DF20M/2238120683-6276.JPG, 45
/home/dmitr/dev/fungi/data/DF20M/2238122990-154570.JPG, 44
/home/dmitr/dev/fungi/data/DF20M/2238123200-154577.JPG, 58
/home/dmitr/dev/fungi/data/DF20M/2238124253-6380.JPG, 101
/home/dmitr/dev/fungi/data/DF20M/2238124813-6407.JPG, 100
/home/dmitr/dev/fungi/data/DF20M/2238125085-154642.JPG, 102
/home/dmitr/dev/fungi/data/DF20M/2238125751-228767.JPG, 103
/home/dmitr/dev/fungi/data/DF20M/2238125827-303982.JPG, 104
/home/dmitr/dev/fungi/data/DF20M/2238126230-154695.JPG, 53
/home/dmitr/dev/fungi/data/DF20M/2238127591-228861.JPG, 44
/home/dmitr/dev/fungi/data/DF20M/2238127631-228863.JPG, 31
/home/dmitr/dev/fungi/data/DF20M/2238128211-228896.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238129237-304152.JPG, 52
/home/dmitr/dev/fungi/data/DF20M/2238131130-154899.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238131531-229047.JPG, 52
/home/dmitr/dev/fungi/data/DF20M/2238132039-81024.JPG, 105
/home/dmitr/dev/fungi/data/DF20M/2238132118-6726.JPG, 2
/home/dmitr/dev/fungi/data/DF20M/2238132559-81053.JPG, 45
/home/dmitr/dev/fungi/data/DF20M/2238132818-6750.JPG, 0
/home/dmitr/dev/fungi/data/DF20M/2238133809-81107.JPG, 103
/home/dmitr/dev/fungi/data/DF20M/2238134748-6841.JPG, 2
/home/dmitr/dev/fungi/data/DF20M/2238134917-304405.JPG, 104
/home/dmitr/dev/fungi/data/DF20M/2238135747-304443.JPG, 2
/home/dmitr/dev/fungi/data/DF20M/2238137022-304512.JPG, 2
/home/dmitr/dev/fungi/data/DF20M/2238138443-7033.JPG, 106
/home/dmitr/dev/fungi/data/DF20M/2238142882-304873.JPG, 1
/home/dmitr/dev/fungi/data/DF20M/2238143218-7287.JPG, 103
/home/dmitr/dev/fungi/data/DF20M/2238143509-81619.JPG, 89
/home/dmitr/dev/fungi/data/DF20M/2238144674-81704.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238145608-7479.JPG, 75
/home/dmitr/dev/fungi/data/DF20M/2238145656-229831.JPG, 86
/home/dmitr/dev/fungi/data/DF20M/2238146075-155706.JPG, 107
/home/dmitr/dev/fungi/data/DF20M/2238146078-7532.JPG, 30
/home/dmitr/dev/fungi/data/DF20M/2238146103-7534.JPG, 32
/home/dmitr/dev/fungi/data/DF20M/2238146145-155717.JPG, 108
/home/dmitr/dev/fungi/data/DF20M/2238146228-7545.JPG, 89
/home/dmitr/dev/fungi/data/DF20M/2238146323-7558.JPG, 25
/home/dmitr/dev/fungi/data/DF20M/2238146452-305157.JPG, 5
/home/dmitr/dev/fungi/data/DF20M/2238146598-7573.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238147002-305198.JPG, 25
/home/dmitr/dev/fungi/data/DF20M/2238147470-155819.JPG, 13
/home/dmitr/dev/fungi/data/DF20M/2238147496-229991.JPG, 18
/home/dmitr/dev/fungi/data/DF20M/2238147504-81933.JPG, 75
/home/dmitr/dev/fungi/data/DF20M/2238147748-7667.JPG, 23
/home/dmitr/dev/fungi/data/DF20M/2238147843-7675.JPG, 59
/home/dmitr/dev/fungi/data/DF20M/2238147967-305283.JPG, 50
/home/dmitr/dev/fungi/data/DF20M/2238148027-305286.JPG, 109
/home/dmitr/dev/fungi/data/DF20M/2238148047-305287.JPG, 69
/home/dmitr/dev/fungi/data/DF20M/2238148139-81970.JPG, 97
/home/dmitr/dev/fungi/data/DF20M/2238148427-305312.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238148729-82007.JPG, 110
/home/dmitr/dev/fungi/data/DF20M/2238148891-230069.JPG, 57
/home/dmitr/dev/fungi/data/DF20M/2238149119-82038.JPG, 4
/home/dmitr/dev/fungi/data/DF20M/2238149324-82061.JPG, 5
/home/dmitr/dev/fungi/data/DF20M/2238149433-7786.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238149964-82110.JPG, 106
/home/dmitr/dev/fungi/data/DF20M/2238150054-82120.JPG, 109
/home/dmitr/dev/fungi/data/DF20M/2238150064-82122.JPG, 111
/home/dmitr/dev/fungi/data/DF20M/2238150175-156004.JPG, 67
/home/dmitr/dev/fungi/data/DF20M/2238150356-230182.JPG, 6
/home/dmitr/dev/fungi/data/DF20M/2238150387-305420.JPG, 8
/home/dmitr/dev/fungi/data/DF20M/2238150475-156022.JPG, 66
/home/dmitr/dev/fungi/data/DF20M/2238150853-7876.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2238150853-7877.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2238150955-156065.JPG, 27
/home/dmitr/dev/fungi/data/DF20M/2238150996-230223.JPG, 24
/home/dmitr/dev/fungi/data/DF20M/2238151126-230231.JPG, 98
/home/dmitr/dev/fungi/data/DF20M/2238151180-156078.JPG, 74
/home/dmitr/dev/fungi/data/DF20M/2238151203-7902.JPG, 17
/home/dmitr/dev/fungi/data/DF20M/2238151236-230240.JPG, 112
/home/dmitr/dev/fungi/data/DF20M/2238151390-156091.JPG, 113
/home/dmitr/dev/fungi/data/DF20M/2238151489-82199.JPG, 6
/home/dmitr/dev/fungi/data/DF20M/2238151692-305503.JPG, 114
/home/dmitr/dev/fungi/data/DF20M/2238151975-156130.JPG, 37
/home/dmitr/dev/fungi/data/DF20M/2238152433-7961.JPG, 33
/home/dmitr/dev/fungi/data/DF20M/2238152504-82253.JPG, 37
/home/dmitr/dev/fungi/data/DF20M/2238152705-156183.JPG, 7
/home/dmitr/dev/fungi/data/DF20M/2238153211-230353.JPG, 29
/home/dmitr/dev/fungi/data/DF20M/2238154474-82322.JPG, 94
/home/dmitr/dev/fungi/data/DF20M/2238154576-230401.JPG, 64
/home/dmitr/dev/fungi/data/DF20M/2238154811-230413.JPG, 18
/home/dmitr/dev/fungi/data/DF20M/2238154958-8058.JPG, 14
/home/dmitr/dev/fungi/data/DF20M/2238155092-305637.JPG, 115
/home/dmitr/dev/fungi/data/DF20M/2238156626-230451.JPG, 91
/home/dmitr/dev/fungi/data/DF20M/2238157161-230462.JPG, 83
/home/dmitr/dev/fungi/data/DF20M/2238157251-230464.JPG, 64
/home/dmitr/dev/fungi/data/DF20M/2238158008-8161.JPG, 116
/home/dmitr/dev/fungi/data/DF20M/2238158427-305736.JPG, 8
/home/dmitr/dev/fungi/data/DF20M/2238158514-82450.JPG, 84
/home/dmitr/dev/fungi/data/DF20M/2238158524-82451.JPG, 32
/home/dmitr/dev/fungi/data/DF20M/2238158594-82452.JPG, 113
/home/dmitr/dev/fungi/data/DF20M/2238158594-82453.JPG, 113
/home/dmitr/dev/fungi/data/DF20M/2238158594-82454.JPG, 113
/home/dmitr/dev/fungi/data/DF20M/2238158680-156428.JPG, 111
/home/dmitr/dev/fungi/data/DF20M/2238158695-156429.JPG, 80
/home/dmitr/dev/fungi/data/DF20M/2238158782-305760.JPG, 64
/home/dmitr/dev/fungi/data/DF20M/2238158802-305764.JPG, 113
/home/dmitr/dev/fungi/data/DF20M/2238158933-8208.JPG, 69
/home/dmitr/dev/fungi/data/DF20M/2238159060-156449.JPG, 16
/home/dmitr/dev/fungi/data/DF20M/2238159195-156457.JPG, 82
/home/dmitr/dev/fungi/data/DF20M/2238159226-230577.JPG, 6
/home/dmitr/dev/fungi/data/DF20M/2238159986-230636.JPG, 96
/home/dmitr/dev/fungi/data/DF20M/2238160053-8271.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2238160053-8272.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2238160956-230677.JPG, 5
/home/dmitr/dev/fungi/data/DF20M/2238161112-305901.JPG, 18
/home/dmitr/dev/fungi/data/DF20M/2238161800-156597.JPG, 117
/home/dmitr/dev/fungi/data/DF20M/2238162348-8391.JPG, 90
/home/dmitr/dev/fungi/data/DF20M/2238162433-8395.JPG, 118
/home/dmitr/dev/fungi/data/DF20M/2238162483-8398.JPG, 81
/home/dmitr/dev/fungi/data/DF20M/2238162687-305990.JPG, 119
/home/dmitr/dev/fungi/data/DF20M/2238162851-230775.JPG, 68
/home/dmitr/dev/fungi/data/DF20M/2238163342-306019.JPG, 96
/home/dmitr/dev/fungi/data/DF20M/2238163527-306035.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238163619-82721.JPG, 120
/home/dmitr/dev/fungi/data/DF20M/2238164340-156690.JPG, 121
/home/dmitr/dev/fungi/data/DF20M/2238164412-306069.JPG, 62
/home/dmitr/dev/fungi/data/DF20M/2238164649-82757.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238165150-156720.JPG, 73
/home/dmitr/dev/fungi/data/DF20M/2238166237-306146.JPG, 96
/home/dmitr/dev/fungi/data/DF20M/2238167907-306190.JPG, 54
/home/dmitr/dev/fungi/data/DF20M/2238168943-8595.JPG, 122
/home/dmitr/dev/fungi/data/DF20M/2238169324-82876.JPG, 123
/home/dmitr/dev/fungi/data/DF20M/2238170059-82895.JPG, 124
/home/dmitr/dev/fungi/data/DF20M/2238170512-306275.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238171754-82939.JPG, 103
/home/dmitr/dev/fungi/data/DF20M/2238172418-8707.JPG, 103
/home/dmitr/dev/fungi/data/DF20M/2238173748-8740.JPG, 31
/home/dmitr/dev/fungi/data/DF20M/2238175286-231119.JPG, 125
/home/dmitr/dev/fungi/data/DF20M/2238175486-231120.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2238175517-306427.JPG, 101
/home/dmitr/dev/fungi/data/DF20M/2238176341-231160.JPG, 11
/home/dmitr/dev/fungi/data/DF20M/2238176349-83073.JPG, 42
/home/dmitr/dev/fungi/data/DF20M/2238176395-157061.JPG, 126
/home/dmitr/dev/fungi/data/DF20M/2238176492-306461.JPG, 110
/home/dmitr/dev/fungi/data/DF20M/2238176513-8823.JPG, 69
/home/dmitr/dev/fungi/data/DF20M/2238177277-306491.JPG, 12
/home/dmitr/dev/fungi/data/DF20M/2238177629-83118.JPG, 79
/home/dmitr/dev/fungi/data/DF20M/2238178114-83150.JPG, 45
/home/dmitr/dev/fungi/data/DF20M/2238178187-306530.JPG, 126
/home/dmitr/dev/fungi/data/DF20M/2238178637-306542.JPG, 125
/home/dmitr/dev/fungi/data/DF20M/2238179286-231276.JPG, 67
/home/dmitr/dev/fungi/data/DF20M/2238179736-231298.JPG, 127
/home/dmitr/dev/fungi/data/DF20M/2238180756-231340.JPG, 2
/home/dmitr/dev/fungi/data/DF20M/2238180814-83269.JPG, 128
/home/dmitr/dev/fungi/data/DF20M/2238180975-157222.JPG, 129
/home/dmitr/dev/fungi/data/DF20M/2238181824-83313.JPG, 8
/home/dmitr/dev/fungi/data/DF20M/2238182300-157305.JPG, 10
/home/dmitr/dev/fungi/data/DF20M/2238183241-231494.JPG, 96
/home/dmitr/dev/fungi/data/DF20M/2238183241-231495.JPG, 96
/home/dmitr/dev/fungi/data/DF20M/2238183446-231504.JPG, 71
/home/dmitr/dev/fungi/data/DF20M/2238183536-231509.JPG, 0
/home/dmitr/dev/fungi/data/DF20M/2238183957-306777.JPG, 90
/home/dmitr/dev/fungi/data/DF20M/2238184500-157439.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238184876-231594.JPG, 69
/home/dmitr/dev/fungi/data/DF20M/2238185265-157491.JPG, 130
/home/dmitr/dev/fungi/data/DF20M/2238185520-157512.JPG, 4
/home/dmitr/dev/fungi/data/DF20M/2238185607-306886.JPG, 115
/home/dmitr/dev/fungi/data/DF20M/2238186307-306917.JPG, 5
/home/dmitr/dev/fungi/data/DF20M/2238186307-306918.JPG, 5
/home/dmitr/dev/fungi/data/DF20M/2238186492-306933.JPG, 31
/home/dmitr/dev/fungi/data/DF20M/2238187117-306965.JPG, 18
/home/dmitr/dev/fungi/data/DF20M/2238187652-307006.JPG, 123
/home/dmitr/dev/fungi/data/DF20M/2238187671-231729.JPG, 0
/home/dmitr/dev/fungi/data/DF20M/2238187841-231736.JPG, 102
/home/dmitr/dev/fungi/data/DF20M/2238188211-231754.JPG, 126
/home/dmitr/dev/fungi/data/DF20M/2238188795-157677.JPG, 36
/home/dmitr/dev/fungi/data/DF20M/2238188795-157681.JPG, 36
/home/dmitr/dev/fungi/data/DF20M/2238189061-231825.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2238189061-231827.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2238189389-83687.JPG, 131
/home/dmitr/dev/fungi/data/DF20M/2238189599-83698.JPG, 18
/home/dmitr/dev/fungi/data/DF20M/2238190557-307159.JPG, 107
/home/dmitr/dev/fungi/data/DF20M/2238190557-307160.JPG, 107
/home/dmitr/dev/fungi/data/DF20M/2238191252-307196.JPG, 132
